Branch ID	Route Name 	Starting Point	Ending Point	Sign	Notes	Division(s)	Long Description
501_0_HURQ	501 Queen	Humber Loop	Sunnyside Loop (Roncesvalles)	501S Short Turn	N/A	TTC Streetcar (Russell/Leslie)	
501_0_LOCQ	501 Queen	Long Branch Loop	Connaught/Queen 	501 Connaught	Last trip, via Humber Loop	TTC Streetcar (Russell/Leslie)	
501_0_LOLQ	501 Queen	Long Branch Loop	Leslie Street/Queen Street East	501S Short Turn	N/A	TTC Streetcar (Russell/Leslie)	
501_0_LORQ	501 Queen	Long Branch Loop	Sunnyside Loop (Roncesvalles)	501S Short Turn	N/A	TTC Streetcar (Russell/Leslie)	
501_0_SYCQ	501 Queen	Sunnyside Loop (Roncesvalles)	Connaught/Queen	501 Connaught	N/A	TTC Streetcar (Russell/Leslie)	
501_0_LQNE	501 Queen	Leslie Street/Queen Street East	Neville Park Loop	501 Neville Park	N/A	TTC Streetcar (Russell/Leslie)	
501_0_SYNE	501 Queen	Sunnyside Loop (Roncesvalles)	Neville Park Loop	501 Neville Park	N/A	TTC Streetcar (Russell/Leslie)	
501_0_501sywb	501 Queen	Sunnyside Loop (Roncesvalles)	Woodbine Avenue/Queen Street East	501 Neville Park	N/A	TTC Streetcar (Russell)	
501_0_rq501	501 Queen	Sunnyside Loop (Roncesvalles)	Neville Park Loop	501 Neville Park	N/A	TTC Streetcar (Leslie)	
501_0_501NESYbus	501 Queen	Neville Park Loop	Sunnyside Loop (Roncesvalles)	501S Short Turn	N/A	Queensway	
501_1_501	501 Queen	Neville Park Loop	Long Branch Loop	501 Long Branch 	N/A	TTC Streetcar (Russell/Leslie)	
501_1_501bus	501 Queen	Neville Park Loop	Long Branch Loop	501 Long Branch	N/A	Eglinton, Queensway	
501_1_501A	501 Queen	Neville Park Loop	Humber Loop	501 Humber 	N/A	TTC Streetcar (Russell/Leslie)	
501_1_501L	501 Queen	Humber Loop	Long Branch Loop	501 Long Branch 	N/A	TTC Streetcar (Russell/Leslie)	
501_1_501Rbus	501 Queen	Long Branch Loop	River Street	501 River Street	N/A	Birchmount, Mount Dennis, Wilson	
501_1_br501bus	501 Queen	Long Branch Loop	Queen/Saulter Street	501S Short Turn	N/A	Wilson	
501_1_CQHU	501 Queen	Connaught/Queen 	Humber Loop	501 Humber 	N/A	TTC Streetcar (Russell/Leslie)	
501_1_CQLO	501 Queen	Connaught/Queen 	Long Branch Loop	501 Long Branch 	via Humber Loop	TTC Streetcar (Russell/Leslie)	
501_1_RQLO	501 Queen	Sunnyside Loop (Roncesvalles)	Long Branch Loop	501 Long Branch	via Humber Loop	TTC Streetcar (Russell/Leslie)	
501_1_NECQ	501 Queen	Neville Park Loop	Connaught/Queen 	501 Connaught	N/A	TTC Streetcar (Russell/Leslie)	
501_1_NELQ	501 Queen	Neville Park Loop	Leslie Street/Queen Street East	501S Short Turn	N/A	TTC Streetcar (Russell/Leslie)	
501_1_501NESYbus	501 Queen	Neville Park Loop	Sunnyside Loop (Roncesvalles)	501S Short Turn	N/A	Queensway	
501_1_501wbsy	501 Queen	Woodbine Avenue/Queen Street East	Sunnyside Loop (Roncesvalles)	501S Short Turn	N/A	TTC Streetcar (Russell)	
501_1_LQHU	501 Queen	Leslie Street/Queen Street East	Humber Loop	501 Humber	N/A	TTC Streetcar (Russell/Leslie)	
501_1_RQHU	501 Queen	Sunnyside Loop (Roncesvalles)	Humber Loop	501 Humber	N/A	TTC Streetcar (Russell/Leslie)	
501_1_CQSY	501 Queen	Connaught/Queen 	Sunnyside Loop (Roncesvalles)	501 Roncesvalles	N/A	TTC Streetcar (Russell/Leslie)	
502_0_502	502 Downtowner	McCaul/Queen	Bingham Loop	502 Bingham	N/A	Birchmount	
502_1_502	502 Downtowner	Bingham Loop	McCaul/Queen	502 McCaul	N/A	Birchmount	
502_0_CQBI	502 Downtowner	Connaught/Queen	Bingham Loop	502 Bingham	N/A	Birchmount	
502_0_KGBI	502 Downtowner	Queen/King	Bingham Loop	502 Bingham	First Bus Trip	Birchmount	
502_0_502Bus	502 Downtowner	University Avenue	Bingham Loop	502 Bingham	N/A	Birchmount 	
502_1_502Bus	502 Downtowner	Bingham Loop	University Avenue	502 University 	N/A	Birchmount 	
502_1_BICQ	502 Downtowner	Bingham Loop	Connaught/Queen	502 Connaught	N/A	Birchmount	
502_1_cq502mc	502 Downtowner	Connaught/Queen 	McCaul/Queen	502 McCaul	N/A	Birchmount	
502_1_BIKG	502 Downtowner	Bingham Loop	Queen/King	502S Short Turn	Final Trip	Birchmount	
503_0_503	503 Kingston Rd	York Street	Bingham Loop	503 Victoria Park	via King	TTC Streetcar (Russell)	
503_0_503con	503 Kingston Rd	York Street	Bingham Loop	503 Victoria Park	via King	Birchmount	
503_1_503	503 Kingston Rd	Bingham Loop	York Street	503 York	via King	TTC Streetcar (Russell)	
503_1_503con	503 Kingston Rd	Bingham Loop	York Street	503 York	via King	Birchmount	
503_0_CQBI	503 Kingston Rd	Connaught/Queen 	Bingham Loop	503 Victoria Park	First Trip	TTC Streetcar (Russell)	
503_0_KGBI	503 Kingston Rd	King Stn	Bingham Loop	503 Victoria Park	N/A	Birchmount	
503_0_503Bus	503 Kingston Rd	York Street	Bingham Loop	503 Victoria Park	N/A	Birchmount	
503_1_503Bus	503 Kingston Rd	Bingham Loop	York Street	503 York	N/A	Birchmount	When the service on 503 is ending this trip allows the remaining people at Bingham to get to Queen St to transfer to a streetcar there.
503_1_BIKG	503 Kingston Rd	Bingham Loop	Kingston Rd/Queen Street West	503S Short Turn	Final Trip	Birchmount	
504_0_504A	504 King	Dundas West Stn	Distillery Loop	504A Distillery	N/A	TTC Streetcar (Leslie)	
504_0_504Abr	504 King	Dundas West Stn	Broadview/Queen Street West	504S Broadview	Last trip	TTC Streetcar (Leslie)	
504_0_rq504A	504 King	Roncesvalles/Queen Street West	Distillery Loop	504A Distillery	N/A	TTC Streetcar (Leslie)	
504_0_rq304am	504 King	Roncesvalles/Queen Street West	Broadview Station	304 Broadview Stn	N/A	TTC Streetcar (Leslie)	
504_0_504Aam	504 King	Dundas West Station	Distillery Loop	504A Distillery	N/A	TTC Streetcar (Leslie)	
504_0_304	504 King	Dundas West Station	Broadview Stn	304 Broadview Stn	N/A	TTC Streetcar (Leslie)	
504_0_304am	504 King	Dundas West Station	Broadview Station	304 Broadview Stn	N/A	TTC Streetcar (Leslie)	
504_0_304sun	504 King	Dundas West Station	Broadview Stn	304 Broadview Stn	N/A	TTC Streetcar (Leslie)	
504_0_504B	504 King	Broadview Station	Dufferin Gate Loop	504B Dufferin Gate	N/A	TTC Streetcar (Leslie)	
504_0_304br	504 King	Dundas West Station	Broadview/Queen	304S Short Turn	N/A	TTC Streetcar (Leslie)	
504_0_504br	504 King	Dundas West Station	Broadview/Queen	504S Queen	Last Trip	TTC Streetcar (Leslie)	
504_0_504chdi	504 King	Cherry Street/Front Street East	Distillery Loop	504A Distillery	N/A	TTC Streetcar (Leslie)	
504_0_BRBS	504 King	Broadview/Queen	Broadview Station	504B Broadview Stn	First Trip	TTC Streetcar (Leslie)	
504_0_EXBR	504 King	Dufferin Gate Loop	Broadview/Queen	504S Queen	Last Trip	TTC Streetcar (Leslie)	
504_0_DWRQ	504 King	Dundas West Station	Roncesvalles/Queen	504S Short Turn	N/A	TTC Streetcar (Leslie)	
504_0_RQDI	504 King	Distillery Loop	Roncesvalles/Queen	504S Short Turn	N/A	TTC Streetcar (Leslie)	
504_0_RQEX	504 King	Exhibition Loop (Dufferin Gate)	Roncesvalles/Queen	504S Short Turn	N/A	TTC Streetcar (Leslie)	
504_1_504A	504 King	Distillery Loop	Dundas West Station	504A Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_504B	504 King	Dufferin Gate Loop	Broadview Station	504B Broadview Stn	N/A	TTC Streetcar (Leslie)	
504_1_504Bam	504 King	Dufferin Gate Loop	Broadview Station	504B Broadview Stn	N/A	TTC Streetcar (Leslie)	
504_1_304	504 King	Broadview Station	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_304am	504 King	Broadview Station	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_304sun	504 King	Broadview Station	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Leslie)	During rush hours, this branch is used. Streetcars do not stop at Danforth Avenue
504_1_504Brush	504 King	Broadview Station	Dufferin Gate Loop	504B Dufferin Gate	bypass Danforth Avenue	TTC Streetcar (Leslie)	
504_1_br504A	504 King	Broadview/Queen	Dundas West Station	504A Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_br504ex	504 King	Broadview/Queen	Exhibition West Loop	504 Exhibition	N/A	TTC Streetcar (Leslie)	
504_1_br304am	504 King	Broadview/Queen	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_304rq	504 King	Roncesvalles/Queen Street West	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_504dich	504 King	Cherry Street/Front Street East	Distillery Loop	504A Distillery	N/A	TTC Streetcar (Leslie)	
504_1_BSBR	504 King	Broadview Station	Broadview/Queen	504S Queen	Final Trip	TTC Streetcar (Leslie)	
504_1_RQDW	504 King	Roncesvalles/Queen Street West	Dundas West Stn	504A Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_BREX	504 King	Broadview/Queen	Exhibition West Loop	504 Exhibition	First trip	TTC Streetcar (Leslie)	
504_1_EXDW	504 King	Exhibition West Loop	Dundas West Station	504A Dundas West Stn	N/A	TTC Streetcar (Leslie)	
504_1_DIRQ	504 King	Distillery Loop	Roncesvalles/Queen Street West	504S Short Turn/Roncesvalles	Last trip 	TTC Streetcar (Leslie)	
504_1_RQDI	504 King	Roncesvalles/Queen	Distillery Loop	504A Distillery	First Trip	TTC Streetcar (Leslie)	
505_0_505	505 Dundas	Dundas West Station	Broadview Station	505 Broadview Stn	via Dundas	Birchmount, Mount Dennis	
505_1_505	505 Dundas	Broadview Station	Dundas West Station	505 Dundas West Stn	via Dundas	Birchmount, Mount Dennis	
505_0_505bus	505 Dundas	Dundas West Station	Broadview Station	505 Broadview Stn via Dundas	N/A	Birchmount, Mount Dennis	
505_1_505bus	505 Dundas 	Broadview Station	Dundas West Station	505 Dundas West Stn via Dundas	N/A	Birchmount, Mount Dennis	
505_1_505rushbus	505 Dundas	Broadview Station	Dundas West Stn	505 Dundas West Stn via Dundas	bypass Broadview Avenue	Birchmount, Mount Dennis	
506_0_506	506 Carlton	High Park Loop	Main Street Station	506 Main Street Stn	N/A	TTC Streetcar (Russell/Leslie)	
506_1_506	506 Carlton	Main Street Station	High Park Loop	506 High Park	N/A	TTC Streetcar (Russell/Leslie)	
506_0_506bus	506 Carlton	High Park Station	Main Street Station	506 Main Street Stn	N/A	Birchmount, Arrow Rd, Malvern, Queensway, Mount Dennis, Eglinton, Wilson	
506_1_506bus	506 Carlton	Main Street Station	High Park Station	506 High Park 	N/A	Birchmount, Arrow Rd, Malvern, Queensway, Mount Dennis, Eglinton, Wilson	
506_1_506hp	506 Carlton	Main Street Station	High Park Station	506 High Park	N/A	Eglinton	
506_0_506BusCx	506 Carlton	Coxwell/Lower Gerrard	Howard Park/Roncesvalles	506 Roncesvalles 	Last Run	Queensway	
506_1_506BusCx	506 Carlton	Howard Park/Roncesvalles 	Coxwell/Lower Gerrard	506 Coxwell and Queen	Last Run	Queensway	
506_0_506cx	506 Carlton	High Park Loop	Coxwell/Lower Gerrard	506 Coxwell	Last Run	TTC Streetcar (Russell/Leslie)	
506_1_cx506	506 Carlton	Coxwell/Lower Gerrard	High Park Loop	506 High Park	First Trip 	TTC Streetcar (Russell/Leslie)	
506_0_506cxBus	506 Carlton	Coxwell/Lower Gerrard	Main Street Station	506 Main Street Stn	N/A	Queensway	
506_0_hp506bus	506 Carlton	Howard Park/Roncesvalles	Main Street Station	506 Main Street Stn	Morning Bus Trip 	Eglinton	
506_0_506busDLMS	506 Carlton	Donlands Avenue	Main Street Station	506 Main Street Stn	N/A	Eglinton	
506_0_CXMS	506 Carlton	Gerrard/Coxwell	Main Street Station	506 Main Street Stn	First Trip	TTC Streetcar (Russell/Leslie)	
506_1_MSCX	506 Carlton	Main Street Station	Gerrard/Coxwell	506 Coxwell	Final Trip	TTC Streetcar (Russell/Leslie)	
506_0_hp506bus	506 Carlton	Howard Park/Roncesvalles	Main Street Station	506 Main Street Stn	Morning Bus Trip 	Eglinton	
506_1_506busMSDL	506 Carlton	Main Street Station	Donlands Avenue	506S Short Turn	N/A	Eglinton	
506_1_PGHP	506 Carlton	Parliament Street	High Park Loop	506 High Park	N/A	TTC Streetcar (Leslie)	
508_0_508	508 Lake Shore	Long Branch Loop	Parliament Street	508 Parliament and King	N/A	TTC Streetcar (Leslie)	
508_0_LORQ	508 Lake Shore	Long Branch Loop	Roncesvalles/Queen	508S Short Turn	N/A	TTC Streetcar (Leslie)	
508_0_rq508	508 Lake Shore	King Street West/Wilson Park Road	Broadview/Dundas Street East	508 Parliament and King	First Trip	TTC Streetcar (Leslie)	
508_1_508	508 Lake Shore	Parliament Street	Long Branch Loop	508 Long Branch	N/A	TTC Streetcar (Leslie)	
508_1_508lo	508 Lake Shore	Parliament Street	Long Branch Loop	508 Long Branch	N/A	TTC Streetcar (Leslie)	
508_1_RQLO	508 Lake Shore	Roncesvalles/Queen	Long Branch Loop	508 Long Branch	N/A	TTC Streetcar (Leslie)	
509_0_509	509 Harbourfront 	Exhibtion Loop	Union Station	509 Union Stn	N/A	TTC Streetcar (Leslie)	
509_1_509	509 Harbourfront 	Union Station	Exhibition Loop	509 Exhibition 	N/A	TTC Streetcar (Leslie)	
509_0_EXBA	509 Harbourfrount	Exhibition Loop	Bathurst Street/Fleet Street	509S Short Turn	Last Trip	TTC Streetcar (Leslie)	
509_1_BAEX	509 Harbourfrount	Bathurst Street/Fleet Street	Exhibition Loop	509 Exhibition	First Trip	TTC Streetcar (Leslie)	
510_0_510A	510 Spadina	Spadina Station	Union Station	510 Union Stn	N/A	TTC Streetcar (Leslie)	
510_1_510A	510 Spadina 	Union Station	Spadina Station	510 Spadina Stn	N/A	TTC Streetcar (Leslie)	
510_0_510B	510 Spadina	Spadina Station	Queen's Quay	510 Queen's Quay	N/A	TTC Streetcar (Leslie)	
510_1_510B	510 Spadina	Queen's Quay	Spadina Station	510 Spadina Stn	N/A	TTC Streetcar (Leslie)	
510_0_510C	510 Spadina	Spadina Station	King Street	510 Queen's Quay	N/A	TTC Streetcar (Leslie)	
510_1_510C	510 Spadina	King Street	Spadina Station	510 Spadina Stn	N/A	TTC Streetcar (Leslie)	
510_1_kg510	510 Spadina 	King/Spadina 	Spadina Station	510 Spadina Stn	N/A	TTC Streetcar (Leslie)	
510_1_SQCH	510 Spadina 	Queen's Quay	Charlottes Loop	510 King	Final Trip	TTC Streetcar (Leslie)	
510_0_SQUS	510 Spadina 	Spadina/Queen	Union Station	510 Union Stn	First Trip	TTC Streetcar (Leslie)	
510_1_USCH	510 Spadina 	Union Station	Charlottes Loop	510 King	Final Trip	TTC Streetcar (Leslie)	
510_1_USSQ	510 Spadina 	Union Station	Queen and Spadina	510S Queen	Final Trip	TTC Streetcar (Russell/Leslie)	
511_0_511	511 Bathurst 	Bathurst Station	Exhibition Loop	511 Exhibition 	N/A	TTC Streetcar (Russell/Leslie)	
511_1_511	511 Bathurst 	Exhibition Loop	Bathurst Station	511 Bathurst Stn	N/A	TTC Streetcar (Russell/Leslie)	
511_0_511bus	511 Bathurst	Bathurst Station	Exhibition Loop	511 Exhibition	N/A	Wilson	
511_1_511bus	511 Bathurst	Exhibition Loop	Bathurst Station	511 Bathurst Stn	N/A	Wilson	
511_0_511Abus	511 Bathurst 	Bathurst Station	Exhibition Loop	511 Exhibition	N/A	Wilson	
511_1_511Abus	511 Bathurst 	Exhibition Loop	Bathurst Station	511 Bathurst Stn	N/A	Wilson	
511_0_511Bbus	511 Bathurst 	Bathurst Station	Niagara/Bathurst (Front Street)	511 Fleet Street	N/A	Wilson	
511_1_511Bbus	511 Bathurst 	Niagara/Bathurst (Front Street)	Bathurst Stn	511 Bathurst Stn	N/A	Wilson	
511_0_511Cbus	511 Bathurst	Bathurst Station	King Street	511 King 	N/A	Wilson	
511_1_511Cbus	511 Bathurst	King Street	Bathurst Stn	511 Bathurst Stn	N/A	Wilson	
511_0_BKEX	511 Bathurst 	Bathurst/King	Exhibition Loop	511 Exhibition 	N/A	TTC Streetcar (Russell/Leslie)	
511_1_EXBK	511 Bathurst	Exhibition Loop	Bathurst/King	511 King	N/A	TTC Streetcar (Russell/Leslie)	
511_0_BABK	511 Bathurst	Bathurst Station	Bathurst/King	511 King	N/A	TTC Streetcar (Leslie)	
511_1_BKBA	511 Bathurst 	Bathurst/King	Bathurst Station	511 Bathurst Stn	N/A	TTC Streetcar (Leslie)	
512_0_512	512 St Clair 	Gunns Loop	St Clair Station	512 St Clair Stn	via St Clair West Stn	TTC Streetcar (Leslie)	
512_0_512*	512 St Clair	Gunns Loop	St Clair Station	512 St Clair Stn	bypasses St Clair West Stn	TTC Streetcar (Leslie)	
512_0_512bus	512 St Clair	Gunns Loop	St Clair Station	512 St Clair Stn	bypasses St Clair West Stn	Arrow Rd	
512_0_512sc	512 St Clair	Gunns Loop	St Clair West Station	512S St Clair West Stn	N/A	TTC Streetcar (Leslie)	
512_0_BSSS	512 St Clair	Bathurst Street/St Clair Ave West	St Clair Station	512 St Clair Stn	via St Clair West Stn	TTC Streetcar (Leslie)	
512_0_BSSS*	512 St Clair	Bathurst Street/St Clair Ave West	St Clair Station	512 St Clair Stn	bypasses St Clair West Stn	TTC Streetcar (Leslie)	
512_0_BSSC	512 St Clair	Bathurst Street/St Clair Ave West	St Clair West Station	512S St Clair West Stn	First trip when entering service 	TTC Streetcar (Leslie)	
512_0_GUVS	512 St Clair	Gunns Loop	Vaughan Road/St Clair Ave West	512 Roncesvalles	Last trip	TTC Streetcar (Leslie)	
512_1_512	512 St Clair	St Clair Station	Gunns Loop	512 Keele	via St Clair West Stn	TTC Streetcar (Leslie)	
512_1_512*	512 St Clair	St Clair Station	Gunns Loop	512 Keele	bypasses St Clair West Stn	TTC Streetcar (Leslie)	
512_1_512bus	512 St Clair	St Clair Station	Gunns Loop	512 Keele	bypasses St Clair West Stn	Arrow Rd	
512_1_SCVS	512 St Clair	St Clair Station	Vaughan Road/St Clair Ave West	512 Roncesvalles	Last trip	TTC Streetcar (Leslie)	
512_1_SSVS	512 St Clair	St Clair Station	Vaughan Road/St Clair Ave West	512 Roncesvalles	Last trip	TTC Streetcar (Leslie)	
512_1_SSVS*	512 St Clair	St Clair Station	Vaughan Road/St Clair Ave West	512 Roncesvalles	bypasses St Clair West Stn	TTC Streetcar (Leslie)	
512_1_bs512	512 St Clair	Bathurst Street/St Clair Ave West	Wynchwood Avenue	512S Short Turn	N/A	TTC Streetcar (Leslie)	
512_1_sc512	512 St Clair	St Clair West Stn	Gunns Loop	512 Keele	Second trip after it does the BSSC trip	TTC Streetcar (Leslie)	
900_0_900	900 Airport Express	Pearson Airport (Terminal 3)	Kipling Stn	900 Kipling Stn	Express Network	Queensway	
900_1_900	900 Airport Express	Kipling Stn	Pearson Airport (Terminal 3)	900 Pearson Airport	Express Network	Queensway	
900_0_900AM	900 Airport Express	Pearson Airport (Terminal 3)	Dundas St West at Aukland Rd	900 Kipling Stn	Express Network, while subway is closed	Queensway	TRACK
900_1_900AM	900 Airport Express	Dundas St West at Acorn Ave	Pearson Airport (Terminal 3)	900 Pearson Airport	Express Network, while subway is closed	Queensway	TRACK
900_1_T1T3	900 Airport Express	Pearson Airport (Terminal 1)	Pearson Airport (Terminal 3)	900 Pearson Airport	Express Network	Queensway	
902_0_902	902 Markham Rd Express	Progress Avenue/Sheppard Ave East	Warden Station	902 Warden Stn via Centennial College	Express Network	Birchmount	
902_1_902	902 Markham Rd Express	Warden Station	Progress Avenue/Sheppard Ave East	902 Sheppard via Centennial College	Express Network	Birchmount	
903_0_903	903 Kennedy-Scarborough Centre Express	Scarborough Centre Station	Kennedy Station	903 Kennedy Stn	Express Network	Malvern	
903_1_903	903 Kennedy-Scarborough Centre Express	Kennedy Station	Scarborough Centre Station	903 Scarborough Centre	Express Network	Malvern	
905_0_905	905 Eglinton East Express	Kennedy Station	U of T Scarborough (Scarborough Campus)	905 UofT Scarborough	Express Network	Eglinton	
905_1_905	905 Eglinton East Express	U of T Scarborough (Scarborough Campus)	Kennedy Station	905 Kennedy Stn	Express Network	Eglinton	
913_0_913	913 Progress Express	Centennial College (Progress Campus)	Scarborough Centre Station	913 Scarborough Centre Stn	Express Network	Malvern	
913_1_913	913 Progress Express	Scarborough Centre Station	Centennial College (Progress Campus)	913 Centennial College	Express Network	Malvern	
924_0_924	924 Victoria Park Express	Steeles/Victoria Park Loop	Victoria Park Station	924 Victoria Park Stn	Express Network	Birchmount 	
924_1_924	924 Victoria Park Express	Victoria Park Station	Steeles/Victoria Park Loop	924 Steeles	Express Network	Birchmount 	
925_0_925	925 Don Mills Express	Freshmeadow/Don Mills (Steeles)	Pape Station	925 Pape Stn	Express Network, via Don Mills Stn	Eglinton 	
925_0_do925	925 Don Mills Express	Eglinton Ave East/Don Mills Road	Pape Station	925 Pape Stn	First Trip	Eglinton	
925_1_925	925 Don Mills Express	Pape Station	Freshmeadow/Don Mills (Steeles)	925 Steeles	Express Network, via Don Mills Stn	Eglinton 	
927_0_927A	927 Highway 27 Express	Humber College Bus Terminal	Kipling Station	927A Kipling Stn	Express Network 	Arrow Rd	
927_0_927B	927 Highway 27 Express	Steeles/Martin Grove Loop	Kipling Station	927B Kipling Stn via Humber College	Express Network	Arrow Rd	
927_0_927be	927 Highway 27 Express	Steeles/Martin Grove Loop	Kipling Station	927C Kipling Stn	via Attwell and Humber College	Arrow Rd	
927_0_927C	927 Highway 27 Express	Humber College Bus Terminal	Kipling Station	927C Kipling Stn	via Attwell	Arrow Rd	
927_0_927Dam	927 Highway 27 Express	Steeles/Highway 27	Kipling Station	927D Kipling Stn via Humber College	Express Network	Arrow Rd	
927_0_927Dpm	927 Highway 27 Express	Royalcrest Road/Highway 27	Kipling Station	927D Kipling Stn	via Royalcrest 	Arrow Rd	
927_0_RCMG	927 Highway 27 Express	Royalcrest Road/Highway 27	Martin Grove Rd/Royalcrest Road	927S Short Turn	N/A	Arrow Rd	
927_0_HYMG	927 Highway 27 Express	Steeles/Martin Grove Loop	Martin Grove Rd/Finch Ave West	927S Short Turn	N/A	Arrow Rd	
927_1_927A	927 Highway 27 Express	Kipling Station	Humber College Bus Terminal	927A Humber College	Express Network	Arrow Rd	
927_1_927B	927 Highway 27 Express	Kipling Station	Steeles/Martin Grove Loop	927B Steeles via Humber College	Express Network	Arrow Rd	
927_1_927C	927 Highway 27 Express	Kipling Station	Humber College Bus Terminal	927C Humber College	via Attwell	Arrow Rd	
927_1_927Dam	927 Highway 27 Express	Kipling Station	Steeles/Highway 27	927D Steeles	via Royalcrest 	Arrow Rd	
927_1_927Dpm	927 Highway 27 Express	Kipling Station	Royalcrest Road/Highway 27	927D Steeles via Humber College	Express Network	Arrow Rd	
927_1_MGHY	927 Highway 27 Express	Martin Grove Rd/Royalcrest Rd	Steeles/Highway 27	927D Steeles	Morning Trip 	Arrow Rd	
927_1_MGRCP	927 Highway 27 Express	Martin Grove Rd/Royalcrest Rd	Royalcrest Road/Highway 27	927D Steeles	via Steeles	Arrow Rd	
929_0_929	929 Dufferin Express	Wilson Station	Exhibition (Dufferin Gate Loop)	929 Exhibition (Dufferin Gate)	Express Network	Mount Dennis	
929_0_929Con	929 Dufferin Express	Wilson Station	Exhibition (Dufferin Gate Loop)	929 Exhibtion (Dufferin Gate)	Express Network	Mount Dennis	
929_0_929dlaw	929 Dufferin Express	Dufferin St/Lawrence Ave West	Exhibition (Dufferin Gate Loop)	929 Exhibition (Dufferin Gate)	Express Network	Mount Dennis	
929_0_929dlCon	929 Dufferin Express	Dufferin St/Lawrence Ave West	Exhibition (Dufferin Gate Loop)	929 Exhibition (Dufferin Gate)	Express Network	Mount Dennis	
929_1_929	929 Dufferin Express	Exhibition (Dufferin Gate Loop)	Wilson Station	929 Wilson Stn	Express Network	Mount Dennis	
929_1_929dlaw	929 Dufferin Express	Exhibition (Dufferin Gate Loop)	Dufferin St/Lawrence Ave West	929S Short Turn	Express Network	Mount Dennis	
929_1_929dlCon	929 Dufferin Express	Exhibition (Dufferin Gate Loop)	Dufferin St/Lawrence Ave West	929S Short Turn	Express Network	Mount Dennis	
929_1_929Con	929 Dufferin Express	Exhibition (Dufferin Gate Loop)	Wilson Station	929 Wilson Stn	Express Network	Mount Dennis	
929_1_929wils	929 Dufferin Express	Wilson Avenue/Dufferin Street	Wilson Station	929 Wilson Stn	Final Trip	Mount Dennis	
935_0_935	935 Jane Express	Pioneer Village Station	Jane Station	935 Jane Stn	Express Network	Arrow Rd	
935_0_js935	935 Jane Express	Finch Ave West/Jane Street	Jane Station	935 Jane Stn	Express Network	Arrow Rd	
935_1_935	935 Jane Express	Jane Station	Pioneer Village Station	935 Pioneer Village Stn	Express Network	Arrow Rd	
935_1_935fj	935 Jane Express	Jane Station	Jane Street/Finch Ave West	935S Jane	Express Network	Arrow Rd	
937_0_937	937 Islington Express	Islington/Steeles Loop	Islington Stn	937 Islington Stn	Express Network	Queensway	
937_1_937	937 Islington Express	Islington Station	Islington/Steeles Loop	937 Steeles 	Express Network	Queensway	
939_0_939A	939 Finch Express	Finch Station	Scarborough Centre Station	939A Scarborough Centre Stn	Express Network	Malvern	
939_0_939B	939 Finch Express	Finch West Station	Scarborough Centre Station	939B Scarborough Centre Stn	Express Network, via Finch Stn	Malvern	
939_0_939C	939 Finch Express	Finch Station	Finch/Morningside	939C Morningside Heights	Express Network	Malvern	
939_0_COMC	939 Finch Express	Finch West Station	McCowan/Finch	939S Short Turn/McCowan & Finch	Express Network via Finch Stn	Malvern	This branch is usually the final trip for a run, as afterwards, it deadheads to the garage.
939_0_FWFS	939 Finch Express	Finch West Station	Finch Station	939S Short Turn	Express Network	Malvern	
939_1_939A	939 Finch Express	Scarborough Centre Station	Finch Station	939A Finch Stn	Express Network	Malvern	
939_1_939B	939 Finch Express	Scarborough Centre Station	Finch West Station	939B Finch West Stn	Express Network, via Finch Stn	Malvern	
939_1_939C	939 Finch Express	Finch/Morningside	Finch Station	939C Finch Stn	Express Network	Malvern	
939_1_MCCO	939 Finch Express	Sheppard Ave East/McCowan Road	Finch West Station	939B Finch West Stn	Express Network, via Finch Stn	Malvern	
941_0_941	941 Keele Express	Finch Avenue West (Finch West Stn)	Keele Station	941 Keele Stn	Express Network	Mount Dennis	
941_1_941	941 Keele Express	Keele Station	Four Winds Drive (Finch West Stn)	941 Finch West Stn	Express Network	Mount Dennis	
944_0_944	944 Kipling South Express	Kipling Station	Colonel Samuel Smith Park Loop	944 Lake Shore	Express Network	Queensway	
944_0_944am	944 Kipling South Express	Kipling Station	Colonel Samuel Smith Park Loop	944 Lake Shore	Express Network	Queensway	
944_0_944pm	944 Kipling South Express	Kipling Station	Colonel Samuel Smith Park Loop	944 Lake Shore	Express Network	Queensway	
944_1_944	944 Kipling South Express	Colonel Samuel Smith Park Loop	Kipling Station	944 Kipling Stn	Express Network	Queensway	
944_1_944am	944 Kipling South Express	Colonel Samuel Smith Park Loop	Kipling Station	944 Kipling Stn	Express Network	Queensway	
944_1_944pm	944 Kipling South Express	Colonel Samuel Smith Park Loop	Kipling Station	944 Kipling Stn	Express Network	Queensway	
945_0_945	945 Kipling Express	Steeles/Kipling Avenue	Kipling Station	945 Kipling Stn	Express Network	Queensway	
